complex_id	complex_name	protein_id
DECOY_1099-2	DECOY_DNA synthesome complex (17 subunits)-2	O60341
DECOY_1099-2	DECOY_DNA synthesome complex (17 subunits)-2	Q13547
DECOY_1099-2	DECOY_DNA synthesome complex (17 subunits)-2	Q92599
DECOY_1099-2	DECOY_DNA synthesome complex (17 subunits)-2	Q9Y265
DECOY_1099-2	DECOY_DNA synthesome complex (17 subunits)-2	Q8N122
DECOY_1099-2	DECOY_DNA synthesome complex (17 subunits)-2	Q99627
DECOY_1099-2	DECOY_DNA synthesome complex (17 subunits)-2	Q16401
DECOY_1099-2	DECOY_DNA synthesome complex (17 subunits)-2	P41182
DECOY_1099-2	DECOY_DNA synthesome complex (17 subunits)-2	P15692
DECOY_1099-2	DECOY_DNA synthesome complex (17 subunits)-2	P62280
DECOY_1099-2	DECOY_DNA synthesome complex (17 subunits)-2	O60264
DECOY_1099-2	DECOY_DNA synthesome complex (17 subunits)-2	Q13576
DECOY_1099-2	DECOY_DNA synthesome complex (17 subunits)-2	O15392
DECOY_1099-2	DECOY_DNA synthesome complex (17 subunits)-2	P35858
DECOY_1099-2	DECOY_DNA synthesome complex (17 subunits)-2	Q9BVC4
DECOY_1099-2	DECOY_DNA synthesome complex (17 subunits)-2	Q96B97
DECOY_1099-2	DECOY_DNA synthesome complex (17 subunits)-2	P26641
DECOY_11	DECOY_BLOC-3 (biogenesis of lysosome-related organelles complex 3)	P61201
DECOY_11	DECOY_BLOC-3 (biogenesis of lysosome-related organelles complex 3)	Q12824
DECOY_1100	DECOY_DNA polymerase alpha-primase complex	P62306
DECOY_1100	DECOY_DNA polymerase alpha-primase complex	P17301
DECOY_1100	DECOY_DNA polymerase alpha-primase complex	P49336
DECOY_1100	DECOY_DNA polymerase alpha-primase complex	P49643
DECOY_1101	DECOY_TFIIIC containing complex TFIIIC2	O94887
DECOY_1101	DECOY_TFIIIC containing complex TFIIIC2	O95983
DECOY_1101	DECOY_TFIIIC containing complex TFIIIC2	Q15750
DECOY_1101	DECOY_TFIIIC containing complex TFIIIC2	Q9UBB5
DECOY_1101	DECOY_TFIIIC containing complex TFIIIC2	Q92989
DECOY_1104	DECOY_SNX complex (SNX1a, SNX2, SNX4, TFRC)	P67775
DECOY_1104	DECOY_SNX complex (SNX1a, SNX2, SNX4, TFRC)	Q92793
DECOY_1104	DECOY_SNX complex (SNX1a, SNX2, SNX4, TFRC)	Q14653
DECOY_1104	DECOY_SNX complex (SNX1a, SNX2, SNX4, TFRC)	P29460
DECOY_1105	DECOY_TFIIIC containing complex	P21802
DECOY_1105	DECOY_TFIIIC containing complex	P24863
DECOY_1105	DECOY_TFIIIC containing complex	Q13683
DECOY_1105	DECOY_TFIIIC containing complex	Q13523
DECOY_1105	DECOY_TFIIIC containing complex	P54278
DECOY_1106	DECOY_TFIIIC containing-TOP1-SUB1 complex	P49848
DECOY_1106	DECOY_TFIIIC containing-TOP1-SUB1 complex	P25490
DECOY_1106	DECOY_TFIIIC containing-TOP1-SUB1 complex	Q02880
DECOY_1106	DECOY_TFIIIC containing-TOP1-SUB1 complex	P62873
DECOY_1106	DECOY_TFIIIC containing-TOP1-SUB1 complex	P11717
DECOY_1106	DECOY_TFIIIC containing-TOP1-SUB1 complex	Q08211
DECOY_1106	DECOY_TFIIIC containing-TOP1-SUB1 complex	P29279
DECOY_1107	DECOY_DNA synthesome core complex	P51531
DECOY_1107	DECOY_DNA synthesome core complex	P51531
DECOY_1107	DECOY_DNA synthesome core complex	P08648
DECOY_1107	DECOY_DNA synthesome core complex	Q16254
DECOY_1107	DECOY_DNA synthesome core complex	P12111
DECOY_1107	DECOY_DNA synthesome core complex	Q9NPI8
DECOY_1107	DECOY_DNA synthesome core complex	Q13503
DECOY_1107	DECOY_DNA synthesome core complex	Q13315
DECOY_1107	DECOY_DNA synthesome core complex	Q9Y676
DECOY_1107	DECOY_DNA synthesome core complex	P49848
DECOY_1108	DECOY_DNA synthesome complex (15 subunits)	Q6QNY1
DECOY_1108	DECOY_DNA synthesome complex (15 subunits)	P18621
DECOY_1108	DECOY_DNA synthesome complex (15 subunits)	P27797
DECOY_1108	DECOY_DNA synthesome complex (15 subunits)	P62244
DECOY_1108	DECOY_DNA synthesome complex (15 subunits)	O60244
DECOY_1108	DECOY_DNA synthesome complex (15 subunits)	P12004
DECOY_1108	DECOY_DNA synthesome complex (15 subunits)	Q9Y230
DECOY_1108	DECOY_DNA synthesome complex (15 subunits)	Q13347
DECOY_1108	DECOY_DNA synthesome complex (15 subunits)	P28702
DECOY_1108	DECOY_DNA synthesome complex (15 subunits)	Q9Y399
DECOY_1108	DECOY_DNA synthesome complex (15 subunits)	P52701
DECOY_1108	DECOY_DNA synthesome complex (15 subunits)	Q9H2S9
DECOY_1108	DECOY_DNA synthesome complex (15 subunits)	Q13098
DECOY_1108	DECOY_DNA synthesome complex (15 subunits)	P51532
DECOY_1108	DECOY_DNA synthesome complex (15 subunits)	P51825
DECOY_1111-1	DECOY_DNA synthesome complex (17 subunits)-1	Q14318
DECOY_1111-1	DECOY_DNA synthesome complex (17 subunits)-1	P62873
DECOY_1111-1	DECOY_DNA synthesome complex (17 subunits)-1	Q9UER7
DECOY_1111-1	DECOY_DNA synthesome complex (17 subunits)-1	Q9UKL0
DECOY_1111-1	DECOY_DNA synthesome complex (17 subunits)-1	O75486
DECOY_1111-1	DECOY_DNA synthesome complex (17 subunits)-1	P62424
DECOY_1111-1	DECOY_DNA synthesome complex (17 subunits)-1	Q06587
DECOY_1111-1	DECOY_DNA synthesome complex (17 subunits)-1	Q07889
DECOY_1111-1	DECOY_DNA synthesome complex (17 subunits)-1	Q8TAQ2
DECOY_1111-1	DECOY_DNA synthesome complex (17 subunits)-1	P05556
DECOY_1111-1	DECOY_DNA synthesome complex (17 subunits)-1	Q15819
DECOY_1111-1	DECOY_DNA synthesome complex (17 subunits)-1	Q99728
DECOY_1111-1	DECOY_DNA synthesome complex (17 subunits)-1	O95239
DECOY_1111-1	DECOY_DNA synthesome complex (17 subunits)-1	P35250
DECOY_1111-1	DECOY_DNA synthesome complex (17 subunits)-1	Q9HBM6
DECOY_1111-1	DECOY_DNA synthesome complex (17 subunits)-1	O95786
DECOY_1111-1	DECOY_DNA synthesome complex (17 subunits)-1	Q92769
DECOY_1111-2	DECOY_DNA synthesome complex (17 subunits)-2	Q13547
DECOY_1111-2	DECOY_DNA synthesome complex (17 subunits)-2	P28074
DECOY_1111-2	DECOY_DNA synthesome complex (17 subunits)-2	Q9H9Q2
DECOY_1111-2	DECOY_DNA synthesome complex (17 subunits)-2	Q15910
DECOY_1111-2	DECOY_DNA synthesome complex (17 subunits)-2	Q13444
DECOY_1111-2	DECOY_DNA synthesome complex (17 subunits)-2	Q9BZR6
DECOY_1111-2	DECOY_DNA synthesome complex (17 subunits)-2	Q92769
DECOY_1111-2	DECOY_DNA synthesome complex (17 subunits)-2	P62072
DECOY_1111-2	DECOY_DNA synthesome complex (17 subunits)-2	P09012
DECOY_1111-2	DECOY_DNA synthesome complex (17 subunits)-2	O14561
DECOY_1111-2	DECOY_DNA synthesome complex (17 subunits)-2	Q15648
DECOY_1111-2	DECOY_DNA synthesome complex (17 subunits)-2	Q04206
DECOY_1111-2	DECOY_DNA synthesome complex (17 subunits)-2	Q7Z7G2
DECOY_1111-2	DECOY_DNA synthesome complex (17 subunits)-2	Q09028
DECOY_1111-2	DECOY_DNA synthesome complex (17 subunits)-2	Q92759
DECOY_1111-2	DECOY_DNA synthesome complex (17 subunits)-2	P40692
DECOY_1111-2	DECOY_DNA synthesome complex (17 subunits)-2	O43561
DECOY_1113	DECOY_5S-DNA-TFIIIA-TFIIIC2 subcomplex	P49768
DECOY_1113	DECOY_5S-DNA-TFIIIA-TFIIIC2 subcomplex	Q13889
DECOY_1113	DECOY_5S-DNA-TFIIIA-TFIIIC2 subcomplex	Q9UL63
DECOY_1113	DECOY_5S-DNA-TFIIIA-TFIIIC2 subcomplex	O15360
DECOY_1113	DECOY_5S-DNA-TFIIIA-TFIIIC2 subcomplex	P62140
DECOY_1113	DECOY_5S-DNA-TFIIIA-TFIIIC2 subcomplex	Q14202
DECOY_1114	DECOY_5S-DNA-TFIIIA-TFIIIC2-TFIIIB subcomplex	P55072
DECOY_1114	DECOY_5S-DNA-TFIIIA-TFIIIC2-TFIIIB subcomplex	O95295
DECOY_1114	DECOY_5S-DNA-TFIIIA-TFIIIC2-TFIIIB subcomplex	Q9UK53
DECOY_1114	DECOY_5S-DNA-TFIIIA-TFIIIC2-TFIIIB subcomplex	P62244
DECOY_1114	DECOY_5S-DNA-TFIIIA-TFIIIC2-TFIIIB subcomplex	Q96GM5
DECOY_1114	DECOY_5S-DNA-TFIIIA-TFIIIC2-TFIIIB subcomplex	P17301
DECOY_1114	DECOY_5S-DNA-TFIIIA-TFIIIC2-TFIIIB subcomplex	Q92905
DECOY_1114	DECOY_5S-DNA-TFIIIA-TFIIIC2-TFIIIB subcomplex	Q92793
DECOY_1114	DECOY_5S-DNA-TFIIIA-TFIIIC2-TFIIIB subcomplex	Q9Y265
DECOY_1116	DECOY_CRM1-Survivin-AuroraB mitotic complex	Q9P015
DECOY_1116	DECOY_CRM1-Survivin-AuroraB mitotic complex	P62136
DECOY_1116	DECOY_CRM1-Survivin-AuroraB mitotic complex	P00533
DECOY_1117	DECOY_CRM1-Survivin mitotic complex	Q12959
DECOY_1117	DECOY_CRM1-Survivin mitotic complex	Q9H7Z6
DECOY_1118	DECOY_Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5, AURKB)	Q9NPJ6
DECOY_1118	DECOY_Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5, AURKB)	Q9NYV6
DECOY_1118	DECOY_Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5, AURKB)	P61758
DECOY_1118	DECOY_Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5, AURKB)	P14635
DECOY_1119	DECOY_Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5, AURKB)	P13010
DECOY_1119	DECOY_Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5, AURKB)	Q9Y297
DECOY_1119	DECOY_Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5, AURKB)	O75379
DECOY_1119	DECOY_Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5, AURKB)	P14678
DECOY_112	DECOY_Prefoldin complex	Q99689
DECOY_112	DECOY_Prefoldin complex	Q969G3
DECOY_112	DECOY_Prefoldin complex	Q01201
DECOY_112	DECOY_Prefoldin complex	P40337
DECOY_112	DECOY_Prefoldin complex	P11387
DECOY_112	DECOY_Prefoldin complex	P63027
DECOY_1120	DECOY_Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5)	O14617
DECOY_1120	DECOY_Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5)	P40692
DECOY_1120	DECOY_Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5)	Q13547
DECOY_1121	DECOY_WNK1-OSR1 complex	O00267
DECOY_1121	DECOY_WNK1-OSR1 complex	Q969G3
DECOY_1123	DECOY_WNK1-SPAk complex	O14925
DECOY_1123	DECOY_WNK1-SPAk complex	P62304
DECOY_1130	DECOY_Hip1R-cortactin complex	P11802
DECOY_1130	DECOY_Hip1R-cortactin complex	P78346
DECOY_1131	DECOY_RFC2-RIalpha complex	P07947
DECOY_1131	DECOY_RFC2-RIalpha complex	P20585
DECOY_1132	DECOY_RFC2-RIalpha complex	Q9UBF6
DECOY_1132	DECOY_RFC2-RIalpha complex	O96019
DECOY_1133	DECOY_ATR-HDAC2 complex	P12314
DECOY_1133	DECOY_ATR-HDAC2 complex	P08708
DECOY_1134	DECOY_ATR-HDAC2-CHD4 complex	Q02539
DECOY_1134	DECOY_ATR-HDAC2-CHD4 complex	O43542
DECOY_1134	DECOY_ATR-HDAC2-CHD4 complex	Q9UP83
DECOY_1137	DECOY_SNARE complex (VAMP2, SNAP25, STX1a, CPLX1, CPLX3)	Q6UXN9
DECOY_1137	DECOY_SNARE complex (VAMP2, SNAP25, STX1a, CPLX1, CPLX3)	Q8N122
DECOY_1137	DECOY_SNARE complex (VAMP2, SNAP25, STX1a, CPLX1, CPLX3)	Q14160
DECOY_1137	DECOY_SNARE complex (VAMP2, SNAP25, STX1a, CPLX1, CPLX3)	P35968
DECOY_1137	DECOY_SNARE complex (VAMP2, SNAP25, STX1a, CPLX1, CPLX3)	P24928
DECOY_1138	DECOY_SNARE complex (VAMP2, SNAP25, STX1a, CPLX3, CPLX4)	Q09028
DECOY_1138	DECOY_SNARE complex (VAMP2, SNAP25, STX1a, CPLX3, CPLX4)	P22681
DECOY_1138	DECOY_SNARE complex (VAMP2, SNAP25, STX1a, CPLX3, CPLX4)	P61326
DECOY_1138	DECOY_SNARE complex (VAMP2, SNAP25, STX1a, CPLX3, CPLX4)	Q08999
DECOY_1138	DECOY_SNARE complex (VAMP2, SNAP25, STX1a, CPLX3, CPLX4)	Q14202
DECOY_1139	DECOY_SNARE complex (VAMP2, SNAP25, STX1a, STX3, CPLX1, CPLX3, CPLX4)	Q8N122
DECOY_1139	DECOY_SNARE complex (VAMP2, SNAP25, STX1a, STX3, CPLX1, CPLX3, CPLX4)	Q96BI3
DECOY_1139	DECOY_SNARE complex (VAMP2, SNAP25, STX1a, STX3, CPLX1, CPLX3, CPLX4)	P62269
DECOY_1139	DECOY_SNARE complex (VAMP2, SNAP25, STX1a, STX3, CPLX1, CPLX3, CPLX4)	P56199
DECOY_1139	DECOY_SNARE complex (VAMP2, SNAP25, STX1a, STX3, CPLX1, CPLX3, CPLX4)	Q8N3U4
DECOY_1139	DECOY_SNARE complex (VAMP2, SNAP25, STX1a, STX3, CPLX1, CPLX3, CPLX4)	P19793
DECOY_1139	DECOY_SNARE complex (VAMP2, SNAP25, STX1a, STX3, CPLX1, CPLX3, CPLX4)	Q15233
DECOY_114	DECOY_SNAPc (small nuclear RNA-activating protein) complex	Q92851
DECOY_114	DECOY_SNAPc (small nuclear RNA-activating protein) complex	Q12888
DECOY_114	DECOY_SNAPc (small nuclear RNA-activating protein) complex	P62877
DECOY_114	DECOY_SNAPc (small nuclear RNA-activating protein) complex	P30050
DECOY_114	DECOY_SNAPc (small nuclear RNA-activating protein) complex	Q9Y3D9
DECOY_1140	DECOY_Complexin complex (STX3, CPLX1, CPLX3)	P10276
DECOY_1140	DECOY_Complexin complex (STX3, CPLX1, CPLX3)	P62263
DECOY_1140	DECOY_Complexin complex (STX3, CPLX1, CPLX3)	Q92769
DECOY_1141	DECOY_CF IIAm complex (Cleavage factor IIAm complex)	O75164
DECOY_1141	DECOY_CF IIAm complex (Cleavage factor IIAm complex)	Q9H503
DECOY_1141	DECOY_CF IIAm complex (Cleavage factor IIAm complex)	Q09028
DECOY_1141	DECOY_CF IIAm complex (Cleavage factor IIAm complex)	P29474
DECOY_1141	DECOY_CF IIAm complex (Cleavage factor IIAm complex)	P05106
DECOY_1141	DECOY_CF IIAm complex (Cleavage factor IIAm complex)	P27694
DECOY_1141	DECOY_CF IIAm complex (Cleavage factor IIAm complex)	Q01081
DECOY_1141	DECOY_CF IIAm complex (Cleavage factor IIAm complex)	P09884
DECOY_1141	DECOY_CF IIAm complex (Cleavage factor IIAm complex)	Q9H2X6
DECOY_1141	DECOY_CF IIAm complex (Cleavage factor IIAm complex)	P51532
DECOY_1141	DECOY_CF IIAm complex (Cleavage factor IIAm complex)	P26368
DECOY_1141	DECOY_CF IIAm complex (Cleavage factor IIAm complex)	Q14469
DECOY_1141	DECOY_CF IIAm complex (Cleavage factor IIAm complex)	P46109
DECOY_1141	DECOY_CF IIAm complex (Cleavage factor IIAm complex)	P24941
DECOY_1141	DECOY_CF IIAm complex (Cleavage factor IIAm complex)	O14497
DECOY_1141	DECOY_CF IIAm complex (Cleavage factor IIAm complex)	Q9Y3B7
DECOY_1142	DECOY_SMN complex	Q6PD62
DECOY_1142	DECOY_SMN complex	P11142
DECOY_1142	DECOY_SMN complex	Q13547
DECOY_1142	DECOY_SMN complex	Q8TEQ6
DECOY_1142	DECOY_SMN complex	Q9Y4Z0
DECOY_1142	DECOY_SMN complex	P62158
DECOY_1142	DECOY_SMN complex	P67809
DECOY_1142	DECOY_SMN complex	Q13547
DECOY_1142	DECOY_SMN complex	P62424
DECOY_1142	DECOY_SMN complex	Q96GM5
DECOY_1143	DECOY_SMN complex	P32969
DECOY_1143	DECOY_SMN complex	P08195
DECOY_1143	DECOY_SMN complex	Q15022
DECOY_1143	DECOY_SMN complex	O14686
DECOY_1143	DECOY_SMN complex	P82673
DECOY_1143	DECOY_SMN complex	O60907
DECOY_1143	DECOY_SMN complex	Q96FE5
DECOY_1143	DECOY_SMN complex	P17612
DECOY_1143	DECOY_SMN complex	P16220
DECOY_1143	DECOY_SMN complex	Q96BD5
DECOY_1143	DECOY_SMN complex	P14859
DECOY_1143	DECOY_SMN complex	Q96B97
DECOY_1143	DECOY_SMN complex	Q92804
DECOY_1143	DECOY_SMN complex	Q92797
DECOY_1143	DECOY_SMN complex	Q8ND76
DECOY_1143	DECOY_SMN complex	Q09161
DECOY_1144	DECOY_Cleavage and polyadenylation factor (CPSF)	O43464
DECOY_1144	DECOY_Cleavage and polyadenylation factor (CPSF)	Q9HCM2
DECOY_1144	DECOY_Cleavage and polyadenylation factor (CPSF)	Q04864
DECOY_1144	DECOY_Cleavage and polyadenylation factor (CPSF)	Q9P0W2
DECOY_1144	DECOY_Cleavage and polyadenylation factor (CPSF)	P27348
DECOY_1146	DECOY_Cleavage stimulation factor	Q13547
DECOY_1146	DECOY_Cleavage stimulation factor	Q06330
DECOY_1146	DECOY_Cleavage stimulation factor	P49207
DECOY_1147	DECOY_Polyadenylation complex (CSTF1, CSTF2, CSTF3, SYMPK CPSF1, CPSF2, CPSF3)	P00533
DECOY_1147	DECOY_Polyadenylation complex (CSTF1, CSTF2, CSTF3, SYMPK CPSF1, CPSF2, CPSF3)	Q86V81
DECOY_1147	DECOY_Polyadenylation complex (CSTF1, CSTF2, CSTF3, SYMPK CPSF1, CPSF2, CPSF3)	O95219
DECOY_1147	DECOY_Polyadenylation complex (CSTF1, CSTF2, CSTF3, SYMPK CPSF1, CPSF2, CPSF3)	Q9BZR6
DECOY_1147	DECOY_Polyadenylation complex (CSTF1, CSTF2, CSTF3, SYMPK CPSF1, CPSF2, CPSF3)	P12956
DECOY_1147	DECOY_Polyadenylation complex (CSTF1, CSTF2, CSTF3, SYMPK CPSF1, CPSF2, CPSF3)	P62834
DECOY_1147	DECOY_Polyadenylation complex (CSTF1, CSTF2, CSTF3, SYMPK CPSF1, CPSF2, CPSF3)	P98161
DECOY_1148	DECOY_snRNP-free U1A (SF-A) complex	P12004
DECOY_1148	DECOY_snRNP-free U1A (SF-A) complex	Q15542
DECOY_1148	DECOY_snRNP-free U1A (SF-A) complex	O14893
DECOY_1148	DECOY_snRNP-free U1A (SF-A) complex	P14678
DECOY_1149	DECOY_Histone H3.1 complex	O96019
DECOY_1149	DECOY_Histone H3.1 complex	P15927
DECOY_1149	DECOY_Histone H3.1 complex	Q15022
DECOY_1149	DECOY_Histone H3.1 complex	Q9NQS7
DECOY_1149	DECOY_Histone H3.1 complex	P06239
DECOY_1149	DECOY_Histone H3.1 complex	P13861
DECOY_1149	DECOY_Histone H3.1 complex	P49642
DECOY_1149	DECOY_Histone H3.1 complex	P62945
DECOY_1149	DECOY_Histone H3.1 complex	P15880
DECOY_1149	DECOY_Histone H3.1 complex	O60583
DECOY_115	DECOY_Polycomb repressive complex 1 (PRC1, hPRC-H)	P09874
DECOY_115	DECOY_Polycomb repressive complex 1 (PRC1, hPRC-H)	Q8NFZ5
DECOY_115	DECOY_Polycomb repressive complex 1 (PRC1, hPRC-H)	P51946
DECOY_115	DECOY_Polycomb repressive complex 1 (PRC1, hPRC-H)	P25787
DECOY_115	DECOY_Polycomb repressive complex 1 (PRC1, hPRC-H)	P25205
DECOY_115	DECOY_Polycomb repressive complex 1 (PRC1, hPRC-H)	Q9NUP1
DECOY_115	DECOY_Polycomb repressive complex 1 (PRC1, hPRC-H)	P49767
DECOY_115	DECOY_Polycomb repressive complex 1 (PRC1, hPRC-H)	Q9BQ95
DECOY_115	DECOY_Polycomb repressive complex 1 (PRC1, hPRC-H)	P84022
DECOY_115	DECOY_Polycomb repressive complex 1 (PRC1, hPRC-H)	Q13547
DECOY_115	DECOY_Polycomb repressive complex 1 (PRC1, hPRC-H)	O14965
DECOY_115	DECOY_Polycomb repressive complex 1 (PRC1, hPRC-H)	P62993
DECOY_1150	DECOY_Histone H3.3 complex	Q9NPJ6
DECOY_1150	DECOY_Histone H3.3 complex	Q07889
DECOY_1150	DECOY_Histone H3.3 complex	P40938
DECOY_1150	DECOY_Histone H3.3 complex	Q16254
DECOY_1150	DECOY_Histone H3.3 complex	P49720
DECOY_1150	DECOY_Histone H3.3 complex	Q8TAQ2
DECOY_1150	DECOY_Histone H3.3 complex	P49848
DECOY_1150	DECOY_Histone H3.3 complex	O43513
DECOY_1150	DECOY_Histone H3.3 complex	Q71SY5
DECOY_1152	DECOY_FA complex (Fanconi anemia complex)	O96019
DECOY_1152	DECOY_FA complex (Fanconi anemia complex)	O60244
DECOY_1152	DECOY_FA complex (Fanconi anemia complex)	Q9NR33
DECOY_1152	DECOY_FA complex (Fanconi anemia complex)	P21675
DECOY_1152	DECOY_FA complex (Fanconi anemia complex)	Q9BWU1
DECOY_1152	DECOY_FA complex (Fanconi anemia complex)	Q6IE81
DECOY_1152	DECOY_FA complex (Fanconi anemia complex)	Q12824
DECOY_1152	DECOY_FA complex (Fanconi anemia complex)	P62318
DECOY_1153	DECOY_Integrator complex	P42677
DECOY_1153	DECOY_Integrator complex	O96019
DECOY_1153	DECOY_Integrator complex	Q8WWI1
DECOY_1153	DECOY_Integrator complex	P62277
DECOY_1153	DECOY_Integrator complex	O76031
DECOY_1153	DECOY_Integrator complex	Q9Y2V7
DECOY_1153	DECOY_Integrator complex	P27694
DECOY_1153	DECOY_Integrator complex	Q13547
DECOY_1153	DECOY_Integrator complex	P05455
DECOY_1153	DECOY_Integrator complex	Q08211
DECOY_1153	DECOY_Integrator complex	O95983
DECOY_1153	DECOY_Integrator complex	Q96MW5
DECOY_1154	DECOY_DSS1 complex	Q13158
DECOY_1154	DECOY_DSS1 complex	Q08945
DECOY_1154	DECOY_DSS1 complex	P04049
DECOY_1154	DECOY_DSS1 complex	P14859
DECOY_1154	DECOY_DSS1 complex	P01106
DECOY_1154	DECOY_DSS1 complex	P78352
DECOY_1154	DECOY_DSS1 complex	P04049
DECOY_1154	DECOY_DSS1 complex	P06756
DECOY_1154	DECOY_DSS1 complex	Q99496
DECOY_1154	DECOY_DSS1 complex	Q9UHV7
DECOY_1154	DECOY_DSS1 complex	Q7L014
DECOY_1154	DECOY_DSS1 complex	P62266
DECOY_1154	DECOY_DSS1 complex	O43747
DECOY_1155	DECOY_Integrator-RNAPII complex	P62495
DECOY_1155	DECOY_Integrator-RNAPII complex	Q15369
DECOY_1155	DECOY_Integrator-RNAPII complex	O43184
DECOY_1155	DECOY_Integrator-RNAPII complex	Q9UHV9
DECOY_1155	DECOY_Integrator-RNAPII complex	P46776
DECOY_1155	DECOY_Integrator-RNAPII complex	Q4LE39
DECOY_1155	DECOY_Integrator-RNAPII complex	O95983
DECOY_1155	DECOY_Integrator-RNAPII complex	P62277
DECOY_1155	DECOY_Integrator-RNAPII complex	P31323
DECOY_1155	DECOY_Integrator-RNAPII complex	P51398
DECOY_1155	DECOY_Integrator-RNAPII complex	O94805
DECOY_1155	DECOY_Integrator-RNAPII complex	P61313
DECOY_1155	DECOY_Integrator-RNAPII complex	P04053
DECOY_1155	DECOY_Integrator-RNAPII complex	P43246
DECOY_1158	DECOY_p33ING1b-p300 complex	P62877
DECOY_1158	DECOY_p33ING1b-p300 complex	P49336
DECOY_1159	DECOY_p33ING1b-HDAC1 complex	P62241
DECOY_1159	DECOY_p33ING1b-HDAC1 complex	Q13619
DECOY_116	DECOY_Polycomb repressive complex 1 (PRC1, hPRC-H)	Q99963
DECOY_116	DECOY_Polycomb repressive complex 1 (PRC1, hPRC-H)	Q03164
DECOY_116	DECOY_Polycomb repressive complex 1 (PRC1, hPRC-H)	Q99460
DECOY_116	DECOY_Polycomb repressive complex 1 (PRC1, hPRC-H)	O60921
DECOY_116	DECOY_Polycomb repressive complex 1 (PRC1, hPRC-H)	P05388
DECOY_116	DECOY_Polycomb repressive complex 1 (PRC1, hPRC-H)	Q9BWH6
DECOY_116	DECOY_Polycomb repressive complex 1 (PRC1, hPRC-H)	O43513
DECOY_116	DECOY_Polycomb repressive complex 1 (PRC1, hPRC-H)	P62277
DECOY_116	DECOY_Polycomb repressive complex 1 (PRC1, hPRC-H)	Q12962
DECOY_116	DECOY_Polycomb repressive complex 1 (PRC1, hPRC-H)	P12004
DECOY_116	DECOY_Polycomb repressive complex 1 (PRC1, hPRC-H)	P35250
DECOY_116	DECOY_Polycomb repressive complex 1 (PRC1, hPRC-H)	Q9UBU8
DECOY_116	DECOY_Polycomb repressive complex 1 (PRC1, hPRC-H)	P49336
DECOY_1160	DECOY_ING1-p300-PCNA complex	Q15788
DECOY_1160	DECOY_ING1-p300-PCNA complex	Q96GD4
DECOY_1160	DECOY_ING1-p300-PCNA complex	Q02543
DECOY_1162	DECOY_Ubiquitin E3 ligase (DDB1, DDB2, CUL4A, CUL4B, RBX1)	Q13094
DECOY_1162	DECOY_Ubiquitin E3 ligase (DDB1, DDB2, CUL4A, CUL4B, RBX1)	Q14192
DECOY_1162	DECOY_Ubiquitin E3 ligase (DDB1, DDB2, CUL4A, CUL4B, RBX1)	Q9H9B1
DECOY_1162	DECOY_Ubiquitin E3 ligase (DDB1, DDB2, CUL4A, CUL4B, RBX1)	P62195
DECOY_1162	DECOY_Ubiquitin E3 ligase (DDB1, DDB2, CUL4A, CUL4B, RBX1)	Q9H808
DECOY_1163	DECOY_ING1-PCNA complex	Q9Y624
DECOY_1163	DECOY_ING1-PCNA complex	Q92925
DECOY_1165	DECOY_RNF20-RNF40-UbE2E1 complex	P12277
DECOY_1165	DECOY_RNF20-RNF40-UbE2E1 complex	P04626
DECOY_1165	DECOY_RNF20-RNF40-UbE2E1 complex	P14678
DECOY_1166-1	DECOY_p400-associated complex-1	Q9NVC6
DECOY_1166-1	DECOY_p400-associated complex-1	Q96QK1
DECOY_1166-1	DECOY_p400-associated complex-1	P08908
DECOY_1166-1	DECOY_p400-associated complex-1	P27986
DECOY_1166-1	DECOY_p400-associated complex-1	P49917
DECOY_1166-1	DECOY_p400-associated complex-1	P62304
DECOY_1166-2	DECOY_p400-associated complex-2	P63208
DECOY_1166-2	DECOY_p400-associated complex-2	Q8NB91
DECOY_1166-2	DECOY_p400-associated complex-2	P18077
DECOY_1166-2	DECOY_p400-associated complex-2	O14497
DECOY_1166-2	DECOY_p400-associated complex-2	P17980
DECOY_1166-2	DECOY_p400-associated complex-2	Q9Y653
DECOY_1167	DECOY_Paf complex	Q15008
DECOY_1167	DECOY_Paf complex	P24928
DECOY_1167	DECOY_Paf complex	P32780
DECOY_1167	DECOY_Paf complex	P38919
DECOY_1167	DECOY_Paf complex	Q15021
DECOY_1168	DECOY_SKI complex	Q9P2I0
DECOY_1168	DECOY_SKI complex	Q6STE5
DECOY_1168	DECOY_SKI complex	P08138
DECOY_1169	DECOY_SNARE complex (STX4, VAMP8, VAMP3, SNAP23)	P33176
DECOY_1169	DECOY_SNARE complex (STX4, VAMP8, VAMP3, SNAP23)	Q13094
DECOY_1169	DECOY_SNARE complex (STX4, VAMP8, VAMP3, SNAP23)	Q96EK2
DECOY_1169	DECOY_SNARE complex (STX4, VAMP8, VAMP3, SNAP23)	O95347
